window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
270.0,280.0,320,-11.646875,-12.0,4.718102560474907,-25,2,-16,0.38125,-1.0,4.9249818993031775,-8,31,0,61.44375,62.0,2.500775741713925,42.0,76.0,62.0
280.0,290.0,320,-17.01875,-16.5,5.606726675390838,-50,-2,-17,2.0625,1.0,5.7028700908163135,-7,31,-3,60.23125,61.0,2.7273648103576877,44.0,70.0,61.0
290.0,300.0,320,-12.9125,-14.0,7.00459992167261,-43,22,-12,-2.3375,0.0,13.029692398999263,-56,40,-3,59.053125,61.0,13.160225159696871,-25.0,117.0,61.0
300.0,310.0,320,-19.4375,-19.0,3.8906487036769613,-29,-12,-17,3.653125,2.0,5.2260790684285565,-6,18,1,59.534375,60.0,1.5061232126427935,56.0,62.0,60.0
310.0,320.0,320,-19.41875,-20.0,6.30814955305429,-28,1,-26,0.946875,-1.0,6.972425958451009,-10,28,-4,59.353125,59.0,2.316018144795487,51.0,70.0,60.0
320.0,330.0,320,-15.44375,-16.0,3.7261204159597408,-29,-3,-17,1.0125,0.0,5.531315805977321,-11,21,-3,60.784375,61.0,1.591633567688588,45.0,68.0,61.0
330.0,340.0,320,-17.3125,-18.0,3.294695080577441,-26,-8,-17,1.575,1.0,3.13949459822571,-4,14,0,60.496875,60.0,1.3782876057405244,55.0,65.0,60.0
340.0,350.0,320,-19.540625,-20.0,3.9469332069103853,-31,-8,-20,1.303125,0.0,4.486691178059031,-6,16,-2,59.709375,60.0,1.6908122317793863,51.0,64.0,60.0
350.0,360.0,320,-5.80625,-7.0,10.57885563378082,-46,64,-8,-5.684375,-3.0,13.556929988213742,-75,62,-3,58.303125,62.0,18.929633506397323,-59.0,127.0,62.0
360.0,370.0,320,-5.115625,-5.0,2.4955897619977714,-13,5,-4,-1.15625,-1.0,2.1084897059567047,-6,9,0,62.4,62.0,1.1236974347060222,56.0,67.0,62.0
370.0,380.0,320,-4.571875,-4.0,1.976624267608239,-17,10,-4,0.04375,0.0,2.9474964138600526,-13,32,0,62.471875,63.0,0.9822035156124749,53.0,67.0,63.0
380.0,390.0,320,-7.228125,-7.0,3.02877882578913,-18,0,-5,-1.734375,-2.0,3.294538976695452,-9,11,1,62.246875,62.0,0.8879141048999327,59.0,66.0,62.0
390.0,400.0,320,-7.65,-7.0,3.7100220111050604,-22,2,-7,-4.259375,-4.0,2.087034069414428,-8,3,-5,62.06875,62.0,0.7927720106153189,59.0,65.0,62.0
400.0,410.0,320,-5.38125,-6.5,3.9461450972470136,-13,3,-7,-5.76875,-5.0,5.25908305177381,-16,3,-5,62.025,62.0,0.7423591978842745,60.0,64.0,62.0
410.0,420.0,320,-7.809375,-8.0,1.746803507027338,-11,-4,-7,-17.80625,-18.0,1.3873448400917325,-21,-14,-19,60.146875,60.0,0.5767079717148903,58.0,61.0,60.0
420.0,430.0,320,-8.034375,-8.0,2.1674580079671535,-16,-2,-8,-20.8125,-21.0,2.019303396445553,-26,-15,-22,59.165625,59.0,0.8785530191875215,56.0,61.0,59.0
430.0,440.0,100,-9.98,-10.0,1.2790463619273529,-14,-7,-10,-23.84,-24.0,0.8844332774281052,-27,-21,-24,57.8,58.0,0.47140452079103057,56.0,58.0,58.0
