window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
240.0,250.0,320,-45.278125,-46.0,1.7654351768434757,-49,-41,-47,-2.665625,-3.0,3.4456013825089125,-9,7,-3,45.98125,46.0,1.5022318818874936,43.0,49.0,46.0
250.0,260.0,320,-46.0,-47.0,1.4728472415241094,-49,-43,-47,-2.453125,-2.0,3.6134965026856793,-8,4,-7,45.296875,45.0,1.2728129869256093,43.0,48.0,44.0
260.0,270.0,320,-45.496875,-45.0,1.777600858435946,-51,-42,-46,-0.325,0.0,3.651855714118482,-11,7,1,45.75625,46.0,1.5983803518613207,41.0,49.0,46.0
270.0,280.0,320,-45.928125,-45.0,6.1860767100558975,-85,-19,-47,0.534375,1.0,6.382681769240742,-25,11,-1,44.3125,46.0,7.685990593974095,3.0,58.0,48.0
280.0,290.0,320,-53.125,-54.0,6.2364586848547106,-68,-37,-57,-28.496875,-29.0,7.1015908136585555,-50,-16,-21,-21.4,-27.0,15.556026763027806,-38.0,28.0,-29.0
290.0,300.0,320,-51.06875,-52.0,5.413465013120131,-63,-39,-45,-30.403125,-30.0,6.211274225779836,-42,-19,-37,-28.634375,-29.0,3.1870731627666764,-38.0,-21.0,-30.0
300.0,310.0,320,-54.10625,-57.0,5.90159308495925,-72,-41,-58,-16.275,-7.0,17.63881797872297,-48,5,-37,6.940625,29.0,28.330775266384038,-31.0,43.0,30.0
310.0,320.0,320,-43.73125,-44.0,2.3266801324787716,-51,-39,-44,7.171875,8.0,3.523119732410869,-11,12,8,46.515625,46.0,1.826247051068398,41.0,55.0,46.0
320.0,330.0,320,-47.5875,-44.0,8.522798118827785,-94,-9,-44,-5.090625,5.0,15.900589673318649,-37,18,8,39.065625,46.0,11.676628033870875,5.0,57.0,46.0
330.0,340.0,320,-39.04375,-40.0,4.28652020710196,-56,-17,-41,-10.39375,-9.0,3.9273925479515457,-29,3,-9,49.971875,50.0,3.651231970986796,34.0,71.0,49.0
340.0,350.0,320,-40.753125,-41.0,0.43906738937638345,-42,-40,-41,-8.928125,-9.0,0.2818816922065956,-10,-8,-9,49.18125,49.0,0.3938695581536173,48.0,50.0,49.0
350.0,360.0,311,-41.30546623794212,-41.0,0.4613469319269244,-42,-41,-41,-9.893890675241158,-10.0,0.3084738305571102,-10,-9,-10,48.39871382636656,48.0,0.4904227456525239,48.0,49.0,48.0
