window_start_sec,window_end_sec,n_samples,x_mean,x_median,x_std,x_min,x_max,x_mode,y_mean,y_median,y_std,y_min,y_max,y_mode,z_mean,z_median,z_std,z_min,z_max,z_mode
220.0,230.0,320,-36.165625,-36.0,2.293661618611095,-44,-27,-35,-0.659375,-1.0,0.7550703739337654,-3,2,-1,52.775,53.0,1.3983868897472187,47.0,57.0,53.0
230.0,240.0,320,-37.65,-38.0,1.8894194759536187,-41,-27,-38,-1.896875,-2.0,0.9395471379613751,-4,3,-2,51.915625,52.0,1.1235884561567802,49.0,57.0,52.0
240.0,250.0,320,-37.7875,-38.0,1.007106410904039,-41,-35,-37,-3.209375,-3.0,0.7103618994661571,-6,-1,-3,51.828125,52.0,0.7160210391647894,49.0,54.0,52.0
250.0,260.0,320,-42.609375,-43.0,0.8000232657275167,-45,-41,-43,-3.66875,-4.0,0.5623715457648029,-5,-2,-4,48.178125,48.0,0.6597398437581375,47.0,50.0,48.0
260.0,270.0,320,-45.028125,-45.0,1.392711519366282,-49,-42,-44,-2.221875,-2.0,0.8252421987031303,-4,1,-2,46.28125,46.0,1.1456439237389682,43.0,49.0,47.0
270.0,280.0,320,-45.80625,-46.0,1.3576527549910558,-50,-42,-46,-3.259375,-3.0,0.9591530273009434,-6,-1,-3,45.55,46.0,1.2179431759886485,42.0,48.0,46.0
280.0,290.0,320,-45.20625,-45.0,1.453983286739954,-48,-40,-45,-2.38125,-2.0,1.1737562616469766,-6,2,-3,46.08125,46.0,1.1928305946722775,44.0,50.0,46.0
290.0,300.0,320,-44.096875,-44.0,2.5387263085241174,-57,-39,-44,-2.4,-2.0,1.0366330838200268,-6,2,-2,46.996875,47.0,1.9676035062973811,40.0,53.0,47.0
300.0,310.0,320,-43.603125,-45.0,3.420662310523105,-54,-32,-45,-3.334375,-3.0,1.4397207529222416,-7,2,-3,47.315625,47.0,2.560320485302732,42.0,55.0,46.0
310.0,320.0,320,-31.865625,-32.0,2.2833882011423383,-38,-26,-30,-0.96875,-1.0,0.9852954937638496,-3,1,0,55.09375,55.0,1.1130284310839653,51.0,57.0,56.0
320.0,330.0,320,-30.678125,-31.0,0.8149213378197069,-33,-29,-30,-0.10625,0.0,0.46973446777880357,-1,1,0,55.675,56.0,0.5076221535588321,54.0,57.0,56.0
330.0,340.0,306,-30.905228758169933,-31.0,0.7293644976614553,-34,-28,-31,-0.09803921568627451,0.0,0.3927992167591427,-1,1,0,55.568627450980394,56.0,0.5155255905604132,54.0,57.0,56.0
